old_path,new_path,artifact_type,model,task,training_mode,data_split,date,seed,sha256,status,notes
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_013/gesture_classifier.ts,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_013/gesture_classifier.ts,torchscript-model,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,cb67a5153fc9d9f57daf5c2ade063e98d77745cb8101458de703290e58ac451c,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_013/gesture_labels.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_013/gesture_labels.json,json-metadata,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,eff5e7e5e1995d20839cc4d8aa09b79e2fa0ec3e8e8fc3c199c2c7b9fa70e681,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_013/model_info.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_013/model_info.json,json-metadata,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,537a038903cf95448fef7eb5d5759f87edffead14fb9856d021ee47b7a1eae4a,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_013/normalization.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_013/normalization.json,json-metadata,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,daf59cd00097f514bde11426c2106d60d5128a2ec4fee6a1aff7ff2c5a1dcd1b,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_013/train_report.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_013/train_report.json,json-report,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,9cfae9bc3deb889b1f6d37854101a3855032ba9277f75b4f7b141e8eee088a5f,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_data_smoke/confusion_matrix.csv,artifacts/legacy-unclassified/effie_data_smoke/confusion_matrix.csv,csv-artifact,effie,gesture-classification,freeze-backbone,trial-split,2026-07-09,unknown,db03771305de0513f58f51fd1c6064ef966659ff8f34b7a2fb1136e6cd0bc50e,temporary-review,date derived from filesystem modification time; needs review; temporary-looking name; retain until validation review
apps/desktop/models/effie_data_smoke/gesture_classifier.pt,artifacts/legacy-unclassified/effie_data_smoke/gesture_classifier.pt,pytorch-model,effie,gesture-classification,freeze-backbone,trial-split,2026-07-09,unknown,462be84ad09437de5deb531b5fa5f57547e327ff95ea94ed15b28be455ebe5aa,temporary-review,date derived from filesystem modification time; needs review; temporary-looking name; retain until validation review
apps/desktop/models/effie_data_smoke/gesture_classifier.ts,artifacts/legacy-unclassified/effie_data_smoke/gesture_classifier.ts,torchscript-model,effie,gesture-classification,freeze-backbone,trial-split,2026-07-09,unknown,6ff82279a2a0ebc721b14d69d64670314759014eba29ace00a89e967901b858a,temporary-review,date derived from filesystem modification time; needs review; temporary-looking name; retain until validation review
apps/desktop/models/effie_data_smoke/gesture_labels.json,artifacts/legacy-unclassified/effie_data_smoke/gesture_labels.json,json-metadata,effie,gesture-classification,freeze-backbone,trial-split,2026-07-09,unknown,eff5e7e5e1995d20839cc4d8aa09b79e2fa0ec3e8e8fc3c199c2c7b9fa70e681,temporary-review,date derived from filesystem modification time; needs review; temporary-looking name; retain until validation review
apps/desktop/models/effie_data_smoke/model_info.json,artifacts/legacy-unclassified/effie_data_smoke/model_info.json,json-metadata,effie,gesture-classification,freeze-backbone,trial-split,2026-07-09,unknown,537a038903cf95448fef7eb5d5759f87edffead14fb9856d021ee47b7a1eae4a,temporary-review,date derived from filesystem modification time; needs review; temporary-looking name; retain until validation review
apps/desktop/models/effie_data_smoke/normalization.json,artifacts/legacy-unclassified/effie_data_smoke/normalization.json,json-metadata,effie,gesture-classification,freeze-backbone,trial-split,2026-07-09,unknown,65b95a9b0ff04cad4e0faee594c2fa9200fc1d918f9ae30688039b4c52194fa0,temporary-review,date derived from filesystem modification time; needs review; temporary-looking name; retain until validation review
apps/desktop/models/effie_data_smoke/train_report.json,artifacts/legacy-unclassified/effie_data_smoke/train_report.json,json-report,effie,gesture-classification,freeze-backbone,trial-split,2026-07-09,unknown,32144876c919331e9632fb0d0fb2fb9056dcd2ba01123f1cd9586185697d6e83,temporary-review,date derived from filesystem modification time; needs review; temporary-looking name; retain until validation review
apps/desktop/models/effie_real_freeze_v1/confusion_matrix.csv,artifacts/models/effie/trial-split/freeze-backbone/2026-07-09__seed-unknown/confusion_matrix.csv,csv-artifact,effie,gesture-classification,freeze-backbone,trial-split,2026-07-09,unknown,8133ac9e9cdf3af023942964f17aad2d64654257b29390899c1b154d346c2ed3,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_freeze_v1/gesture_classifier.pt,artifacts/models/effie/trial-split/freeze-backbone/2026-07-09__seed-unknown/gesture_classifier.pt,pytorch-model,effie,gesture-classification,freeze-backbone,trial-split,2026-07-09,unknown,b63bcfdecc1d9057849be97eb801def1280b5f65ee33a552868f6f909d8fbadd,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_freeze_v1/gesture_classifier.ts,artifacts/models/effie/trial-split/freeze-backbone/2026-07-09__seed-unknown/gesture_classifier.ts,torchscript-model,effie,gesture-classification,freeze-backbone,trial-split,2026-07-09,unknown,0a59bdbcebbd1f4689b355dc0c1509075c7e5d5eaea287044f524c322f4b3a69,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_freeze_v1/gesture_labels.json,artifacts/models/effie/trial-split/freeze-backbone/2026-07-09__seed-unknown/gesture_labels.json,json-metadata,effie,gesture-classification,freeze-backbone,trial-split,2026-07-09,unknown,eff5e7e5e1995d20839cc4d8aa09b79e2fa0ec3e8e8fc3c199c2c7b9fa70e681,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_freeze_v1/model_info.json,artifacts/models/effie/trial-split/freeze-backbone/2026-07-09__seed-unknown/model_info.json,json-metadata,effie,gesture-classification,freeze-backbone,trial-split,2026-07-09,unknown,537a038903cf95448fef7eb5d5759f87edffead14fb9856d021ee47b7a1eae4a,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_freeze_v1/normalization.json,artifacts/models/effie/trial-split/freeze-backbone/2026-07-09__seed-unknown/normalization.json,json-metadata,effie,gesture-classification,freeze-backbone,trial-split,2026-07-09,unknown,4f4c31b66ae347572599d9226b9b7ad2564530f3ea7a0794c67f8e9d9a9894d4,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_freeze_v1/train_report.json,artifacts/models/effie/trial-split/freeze-backbone/2026-07-09__seed-unknown/train_report.json,json-report,effie,gesture-classification,freeze-backbone,trial-split,2026-07-09,unknown,3deedf29d12df89a7ee98ded6ff315c4672ab30cb2d4c9c86a1a3194b8a0255a,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_session_v1/confusion_matrix.csv,artifacts/models/effie/session-split/finetune-all/2026-07-09__seed-unknown/confusion_matrix.csv,csv-artifact,effie,gesture-classification,finetune-all,session-split,2026-07-09,unknown,3a869cad2ea1bed7599bab3b821f1ccdd66f492b51c4cd3516d1a670041d20aa,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_session_v1/gesture_classifier.pt,artifacts/models/effie/session-split/finetune-all/2026-07-09__seed-unknown/gesture_classifier.pt,pytorch-model,effie,gesture-classification,finetune-all,session-split,2026-07-09,unknown,cd37e0109adcf27c50b60001615a5e0fb2276a0b4af180f86e73bc7d86f9e615,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_session_v1/gesture_classifier.ts,artifacts/models/effie/session-split/finetune-all/2026-07-09__seed-unknown/gesture_classifier.ts,torchscript-model,effie,gesture-classification,finetune-all,session-split,2026-07-09,unknown,65d2ea12fa85f3c64f9a596ba6703552486f4f930c0894a923fedd3a51947a7e,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_session_v1/gesture_labels.json,artifacts/models/effie/session-split/finetune-all/2026-07-09__seed-unknown/gesture_labels.json,json-metadata,effie,gesture-classification,finetune-all,session-split,2026-07-09,unknown,eff5e7e5e1995d20839cc4d8aa09b79e2fa0ec3e8e8fc3c199c2c7b9fa70e681,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_session_v1/model_info.json,artifacts/models/effie/session-split/finetune-all/2026-07-09__seed-unknown/model_info.json,json-metadata,effie,gesture-classification,finetune-all,session-split,2026-07-09,unknown,537a038903cf95448fef7eb5d5759f87edffead14fb9856d021ee47b7a1eae4a,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_session_v1/normalization.json,artifacts/models/effie/session-split/finetune-all/2026-07-09__seed-unknown/normalization.json,json-metadata,effie,gesture-classification,finetune-all,session-split,2026-07-09,unknown,10b80375d62feaf4bed8aef8f65353eda946d9310e93de177e82180208ca737b,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_session_v1/train_report.json,artifacts/models/effie/session-split/finetune-all/2026-07-09__seed-unknown/train_report.json,json-report,effie,gesture-classification,finetune-all,session-split,2026-07-09,unknown,bd24ca3b1cb86997de7d9c962c3996293f8c08ab32168d72186e2529b69efc62,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_v1/confusion_matrix.csv,artifacts/models/effie/trial-split/finetune-all/2026-07-09__seed-unknown/confusion_matrix.csv,csv-artifact,effie,gesture-classification,finetune-all,trial-split,2026-07-09,unknown,0bde3d420694a7117b8b0817ec26660b280979be9e7940a33f5f2a4039fad891,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_v1/gesture_classifier.pt,artifacts/models/effie/trial-split/finetune-all/2026-07-09__seed-unknown/gesture_classifier.pt,pytorch-model,effie,gesture-classification,finetune-all,trial-split,2026-07-09,unknown,d8e5b2750331b31055ced2d2879f5bfeb794fc9615fa2f45b4c1da64e9e75c7e,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_v1/gesture_classifier.ts,artifacts/models/effie/trial-split/finetune-all/2026-07-09__seed-unknown/gesture_classifier.ts,torchscript-model,effie,gesture-classification,finetune-all,trial-split,2026-07-09,unknown,4a6d4891450dfac6e463220da6daeae87005e7996ed4de697e1da591a90d0bdb,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_v1/gesture_labels.json,artifacts/models/effie/trial-split/finetune-all/2026-07-09__seed-unknown/gesture_labels.json,json-metadata,effie,gesture-classification,finetune-all,trial-split,2026-07-09,unknown,eff5e7e5e1995d20839cc4d8aa09b79e2fa0ec3e8e8fc3c199c2c7b9fa70e681,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_v1/model_info.json,artifacts/models/effie/trial-split/finetune-all/2026-07-09__seed-unknown/model_info.json,json-metadata,effie,gesture-classification,finetune-all,trial-split,2026-07-09,unknown,537a038903cf95448fef7eb5d5759f87edffead14fb9856d021ee47b7a1eae4a,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_v1/normalization.json,artifacts/models/effie/trial-split/finetune-all/2026-07-09__seed-unknown/normalization.json,json-metadata,effie,gesture-classification,finetune-all,trial-split,2026-07-09,unknown,4f4c31b66ae347572599d9226b9b7ad2564530f3ea7a0794c67f8e9d9a9894d4,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_v1/train_report.json,artifacts/models/effie/trial-split/finetune-all/2026-07-09__seed-unknown/train_report.json,json-report,effie,gesture-classification,finetune-all,trial-split,2026-07-09,unknown,9d14c138af18ba810a09abb0b4338e2e6b6422b6b4c3685947967a67b90f5b13,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_v2/confusion_matrix.csv,artifacts/models/effie/trial-split/finetune-all/2026-07-09__seed-unknown/confusion_matrix.csv,csv-artifact,effie,gesture-classification,finetune-all,trial-split,2026-07-09,unknown,9687a53e83b357e728ab9f55a78fd02242c713f00fa858b497407b93b564f46e,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_v2/gesture_classifier.pt,artifacts/models/effie/trial-split/finetune-all/2026-07-09__seed-unknown/gesture_classifier.pt,pytorch-model,effie,gesture-classification,finetune-all,trial-split,2026-07-09,unknown,9ae3a9a68080990a382cfda6b2a837bdbbe163e88d56977426bce6b884060d43,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_v2/gesture_classifier.ts,artifacts/models/effie/trial-split/finetune-all/2026-07-09__seed-unknown/gesture_classifier.ts,torchscript-model,effie,gesture-classification,finetune-all,trial-split,2026-07-09,unknown,5bb41bd7ac6e2828a5b76bbabe67cad5d81d64652e7e5326fd2e166791650118,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_v2/gesture_labels.json,artifacts/models/effie/trial-split/finetune-all/2026-07-09__seed-unknown/gesture_labels.json,json-metadata,effie,gesture-classification,finetune-all,trial-split,2026-07-09,unknown,eff5e7e5e1995d20839cc4d8aa09b79e2fa0ec3e8e8fc3c199c2c7b9fa70e681,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_v2/model_info.json,artifacts/models/effie/trial-split/finetune-all/2026-07-09__seed-unknown/model_info.json,json-metadata,effie,gesture-classification,finetune-all,trial-split,2026-07-09,unknown,537a038903cf95448fef7eb5d5759f87edffead14fb9856d021ee47b7a1eae4a,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_v2/normalization.json,artifacts/models/effie/trial-split/finetune-all/2026-07-09__seed-unknown/normalization.json,json-metadata,effie,gesture-classification,finetune-all,trial-split,2026-07-09,unknown,b88c7116fa31e8425885385f75f4cb12115e2658c1dfd8f600c3a986f52442bc,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_v2/train_report.json,artifacts/models/effie/trial-split/finetune-all/2026-07-09__seed-unknown/train_report.json,json-report,effie,gesture-classification,finetune-all,trial-split,2026-07-09,unknown,6759aaeae55e4ee1193433b729ec9db359e89e4498f8b578f4b668ff3fbebb61,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_v2_continue/confusion_matrix.csv,artifacts/models/effie/trial-split/finetune-all/2026-07-09__seed-unknown/confusion_matrix.csv,csv-artifact,effie,gesture-classification,finetune-all,trial-split,2026-07-09,unknown,8ecc8e953c98d4f83b217d153d7e398c8e52c133d239c69c3cc2c78221b69e33,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_v2_continue/gesture_classifier.pt,artifacts/duplicate-review/effie_real_full_v2_continue/gesture_classifier.pt,pytorch-model,effie,gesture-classification,finetune-all,trial-split,2026-07-09,unknown,4d70d8e1d836c1adf7afde1cf94cdf446ac4e7a67bcf844b2a8fb3f91b7d786f,suspected-duplicate,date derived from filesystem modification time; needs review; same SHA-256 as: apps/desktop/models/effie_real_full_v2_continue/gesture_classifier.pt | apps/desktop/models/now/gesture_classifier(1).pt; proposed duplicate-review hold; do not delete
apps/desktop/models/effie_real_full_v2_continue/gesture_classifier.ts,artifacts/models/effie/trial-split/finetune-all/2026-07-09__seed-unknown/gesture_classifier.ts,torchscript-model,effie,gesture-classification,finetune-all,trial-split,2026-07-09,unknown,7a8211c131dd421afb05657e6ffb3637c1c6c75db3951647d2005749271f357e,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_v2_continue/gesture_labels.json,artifacts/models/effie/trial-split/finetune-all/2026-07-09__seed-unknown/gesture_labels.json,json-metadata,effie,gesture-classification,finetune-all,trial-split,2026-07-09,unknown,eff5e7e5e1995d20839cc4d8aa09b79e2fa0ec3e8e8fc3c199c2c7b9fa70e681,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_v2_continue/model_info.json,artifacts/models/effie/trial-split/finetune-all/2026-07-09__seed-unknown/model_info.json,json-metadata,effie,gesture-classification,finetune-all,trial-split,2026-07-09,unknown,537a038903cf95448fef7eb5d5759f87edffead14fb9856d021ee47b7a1eae4a,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_v2_continue/normalization.json,artifacts/models/effie/trial-split/finetune-all/2026-07-09__seed-unknown/normalization.json,json-metadata,effie,gesture-classification,finetune-all,trial-split,2026-07-09,unknown,b88c7116fa31e8425885385f75f4cb12115e2658c1dfd8f600c3a986f52442bc,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_v2_continue/train_report.json,artifacts/models/effie/trial-split/finetune-all/2026-07-09__seed-unknown/train_report.json,json-report,effie,gesture-classification,finetune-all,trial-split,2026-07-09,unknown,7b10d58f4d81dca9a2d65a558362185e02a52607db03a7a2940ec02af7a341d0,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_v2_continue_session/confusion_matrix.csv,artifacts/models/effie/session-split/finetune-all/2026-07-09__seed-unknown/confusion_matrix.csv,csv-artifact,effie,gesture-classification,finetune-all,session-split,2026-07-09,unknown,5f80be6a6a544effc6b483d7529ef9dad80c409ec3a6aeaa0eb5b1a60008bc13,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_v2_continue_session/gesture_classifier.pt,artifacts/duplicate-review/effie_real_full_v2_continue_session/gesture_classifier.pt,pytorch-model,effie,gesture-classification,finetune-all,session-split,2026-07-09,unknown,8d3ea43135771d78c1639ad580e8156d38141d0ab56e7901a34c1ea6149f5520,suspected-duplicate,date derived from filesystem modification time; needs review; same SHA-256 as: apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_013/gesture_classifier.pt | apps/desktop/models/effie_real_full_v2_continue_session/gesture_classifier.pt; proposed duplicate-review hold; do not delete
apps/desktop/models/effie_real_full_v2_continue_session/gesture_classifier.ts,artifacts/models/effie/session-split/finetune-all/2026-07-09__seed-unknown/gesture_classifier.ts,torchscript-model,effie,gesture-classification,finetune-all,session-split,2026-07-09,unknown,e0dd4680bf9171eaaf49ade40bf330952619121962682b96ac4024d01e33b6d4,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_v2_continue_session/gesture_labels.json,artifacts/models/effie/session-split/finetune-all/2026-07-09__seed-unknown/gesture_labels.json,json-metadata,effie,gesture-classification,finetune-all,session-split,2026-07-09,unknown,eff5e7e5e1995d20839cc4d8aa09b79e2fa0ec3e8e8fc3c199c2c7b9fa70e681,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_v2_continue_session/model_info.json,artifacts/models/effie/session-split/finetune-all/2026-07-09__seed-unknown/model_info.json,json-metadata,effie,gesture-classification,finetune-all,session-split,2026-07-09,unknown,537a038903cf95448fef7eb5d5759f87edffead14fb9856d021ee47b7a1eae4a,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_v2_continue_session/normalization.json,artifacts/models/effie/session-split/finetune-all/2026-07-09__seed-unknown/normalization.json,json-metadata,effie,gesture-classification,finetune-all,session-split,2026-07-09,unknown,daf59cd00097f514bde11426c2106d60d5128a2ec4fee6a1aff7ff2c5a1dcd1b,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_real_full_v2_continue_session/train_report.json,artifacts/models/effie/session-split/finetune-all/2026-07-09__seed-unknown/train_report.json,json-report,effie,gesture-classification,finetune-all,session-split,2026-07-09,unknown,9cfae9bc3deb889b1f6d37854101a3855032ba9277f75b4f7b141e8eee088a5f,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_smoke_test/confusion_matrix.csv,artifacts/legacy-unclassified/effie_smoke_test/confusion_matrix.csv,csv-artifact,effie,gesture-classification,freeze-backbone,trial-split,2026-07-08,unknown,2804fc40fb94ffa57ec442b2eda7e8a4ef841faec5b747533d76c4d107c410e1,temporary-review,date derived from filesystem modification time; needs review; temporary-looking name; retain until validation review
apps/desktop/models/effie_smoke_test/gesture_classifier.pt,artifacts/duplicate-review/effie_smoke_test/gesture_classifier.pt,pytorch-model,effie,gesture-classification,freeze-backbone,trial-split,2026-07-08,unknown,0d84378464bb0cf76bcc5c9b19d056fd47dc4d128b13efd8621a065f784b1744,suspected-duplicate,date derived from filesystem modification time; needs review; same SHA-256 as: apps/desktop/models/effie_smoke_test/gesture_classifier.pt | apps/desktop/models/effie_smoke_ts/gesture_classifier.pt; proposed duplicate-review hold; do not delete
apps/desktop/models/effie_smoke_test/gesture_labels.json,artifacts/legacy-unclassified/effie_smoke_test/gesture_labels.json,json-metadata,effie,gesture-classification,freeze-backbone,trial-split,2026-07-08,unknown,eff5e7e5e1995d20839cc4d8aa09b79e2fa0ec3e8e8fc3c199c2c7b9fa70e681,temporary-review,date derived from filesystem modification time; needs review; temporary-looking name; retain until validation review
apps/desktop/models/effie_smoke_test/model_info.json,artifacts/legacy-unclassified/effie_smoke_test/model_info.json,json-metadata,effie,gesture-classification,freeze-backbone,trial-split,2026-07-08,unknown,537a038903cf95448fef7eb5d5759f87edffead14fb9856d021ee47b7a1eae4a,temporary-review,date derived from filesystem modification time; needs review; temporary-looking name; retain until validation review
apps/desktop/models/effie_smoke_test/normalization.json,artifacts/legacy-unclassified/effie_smoke_test/normalization.json,json-metadata,effie,gesture-classification,freeze-backbone,trial-split,2026-07-08,unknown,a8e9ef7887ebffcd3024a47d52b5d696ba1009c48c989c97119a30f88c6b4fc3,temporary-review,date derived from filesystem modification time; needs review; temporary-looking name; retain until validation review
apps/desktop/models/effie_smoke_test/train_report.json,artifacts/legacy-unclassified/effie_smoke_test/train_report.json,json-report,effie,gesture-classification,freeze-backbone,trial-split,2026-07-08,unknown,50af64b110738c871bf5c24319bd0b97761f8ef514e47dd53d7407ceebaba0d6,temporary-review,date derived from filesystem modification time; needs review; temporary-looking name; retain until validation review
apps/desktop/models/effie_smoke_ts/confusion_matrix.csv,artifacts/legacy-unclassified/effie_smoke_ts/confusion_matrix.csv,csv-artifact,effie,gesture-classification,freeze-backbone,trial-split,2026-07-08,unknown,2804fc40fb94ffa57ec442b2eda7e8a4ef841faec5b747533d76c4d107c410e1,temporary-review,date derived from filesystem modification time; needs review; temporary-looking name; retain until validation review
apps/desktop/models/effie_smoke_ts/gesture_classifier.pt,artifacts/duplicate-review/effie_smoke_ts/gesture_classifier.pt,pytorch-model,effie,gesture-classification,freeze-backbone,trial-split,2026-07-08,unknown,0d84378464bb0cf76bcc5c9b19d056fd47dc4d128b13efd8621a065f784b1744,suspected-duplicate,date derived from filesystem modification time; needs review; same SHA-256 as: apps/desktop/models/effie_smoke_test/gesture_classifier.pt | apps/desktop/models/effie_smoke_ts/gesture_classifier.pt; proposed duplicate-review hold; do not delete
apps/desktop/models/effie_smoke_ts/gesture_classifier.ts,artifacts/legacy-unclassified/effie_smoke_ts/gesture_classifier.ts,torchscript-model,effie,gesture-classification,freeze-backbone,trial-split,2026-07-08,unknown,bf6178e0dd3746bf2bc5df04c0c72233376e53fa3405f8990de3b51c86fe8903,temporary-review,date derived from filesystem modification time; needs review; temporary-looking name; retain until validation review
apps/desktop/models/effie_smoke_ts/gesture_labels.json,artifacts/legacy-unclassified/effie_smoke_ts/gesture_labels.json,json-metadata,effie,gesture-classification,freeze-backbone,trial-split,2026-07-08,unknown,eff5e7e5e1995d20839cc4d8aa09b79e2fa0ec3e8e8fc3c199c2c7b9fa70e681,temporary-review,date derived from filesystem modification time; needs review; temporary-looking name; retain until validation review
apps/desktop/models/effie_smoke_ts/model_info.json,artifacts/legacy-unclassified/effie_smoke_ts/model_info.json,json-metadata,effie,gesture-classification,freeze-backbone,trial-split,2026-07-08,unknown,537a038903cf95448fef7eb5d5759f87edffead14fb9856d021ee47b7a1eae4a,temporary-review,date derived from filesystem modification time; needs review; temporary-looking name; retain until validation review
apps/desktop/models/effie_smoke_ts/normalization.json,artifacts/legacy-unclassified/effie_smoke_ts/normalization.json,json-metadata,effie,gesture-classification,freeze-backbone,trial-split,2026-07-08,unknown,a8e9ef7887ebffcd3024a47d52b5d696ba1009c48c989c97119a30f88c6b4fc3,temporary-review,date derived from filesystem modification time; needs review; temporary-looking name; retain until validation review
apps/desktop/models/effie_smoke_ts/train_report.json,artifacts/legacy-unclassified/effie_smoke_ts/train_report.json,json-report,effie,gesture-classification,freeze-backbone,trial-split,2026-07-08,unknown,50af64b110738c871bf5c24319bd0b97761f8ef514e47dd53d7407ceebaba0d6,temporary-review,date derived from filesystem modification time; needs review; temporary-looking name; retain until validation review
apps/desktop/models/emg2pose_gesture_cv/cv_report.json,artifacts/models/emg2pose-tcn/cross-session-cv/standard/2026-07-08__seed-42/cv_report.json,json-report,emg2pose-tcn,gesture-classification,standard,cross-session-cv,2026-07-08,42,ab5404a22465de6abbdfd661d054b4f882b408b3863478bdd0d9ec98773180dc,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/emg2pose_gesture_cv/fold_session_001/confusion_matrix.csv,artifacts/models/emg2pose-tcn/cross-session-cv/standard/2026-07-08__seed-42/fold_session_001/confusion_matrix.csv,csv-artifact,emg2pose-tcn,gesture-classification,standard,cross-session-cv,2026-07-08,42,d8199479f6b122d4e89f63b4939f5ee7d9ba23f318c1c6457437fe29e4e9892e,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/emg2pose_gesture_cv/fold_session_001/gesture_classifier.pt,artifacts/models/emg2pose-tcn/cross-session-cv/standard/2026-07-08__seed-42/fold_session_001/gesture_classifier.pt,pytorch-model,emg2pose-tcn,gesture-classification,standard,cross-session-cv,2026-07-08,42,a18df5dbebf198c7164962e2a37b9589d8e86e6c3f91fe74426d92d553d1c9f7,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/emg2pose_gesture_cv/fold_session_001/gesture_classifier.ts,artifacts/models/emg2pose-tcn/cross-session-cv/standard/2026-07-08__seed-42/fold_session_001/gesture_classifier.ts,torchscript-model,emg2pose-tcn,gesture-classification,standard,cross-session-cv,2026-07-08,42,aa484d72b01beb74749b41425b583edb3c8ba21363e83718b98f7713357a86ad,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/emg2pose_gesture_cv/fold_session_001/gesture_labels.json,artifacts/models/emg2pose-tcn/cross-session-cv/standard/2026-07-08__seed-42/fold_session_001/gesture_labels.json,json-metadata,emg2pose-tcn,gesture-classification,standard,cross-session-cv,2026-07-08,42,eff5e7e5e1995d20839cc4d8aa09b79e2fa0ec3e8e8fc3c199c2c7b9fa70e681,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/emg2pose_gesture_cv/fold_session_001/model_info.json,artifacts/models/emg2pose-tcn/cross-session-cv/standard/2026-07-08__seed-42/fold_session_001/model_info.json,json-metadata,emg2pose-tcn,gesture-classification,standard,cross-session-cv,2026-07-08,42,06c15603eda0ac2f0fe8ef8b745abb953428bb5c77d890d5662c4324259345a8,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/emg2pose_gesture_cv/fold_session_001/normalization.json,artifacts/models/emg2pose-tcn/cross-session-cv/standard/2026-07-08__seed-42/fold_session_001/normalization.json,json-metadata,emg2pose-tcn,gesture-classification,standard,cross-session-cv,2026-07-08,42,91eeb43695ea3d4e8e1b9e7d175d3f530a22e3643306e8f871119bf6e90944a8,classified-proposed,date derived from filesystem modification time; needs review
